customer_id,age,employment_years,monthly_income,credit_history_years,num_credit_accounts,num_late_payments,credit_utilization,previous_defaults,loan_amount,loan_term_months,debt_to_income_ratio,credit_score,default_flag,payment_to_income_ratio,loan_to_income_ratio,employment_score,credit_quality_score,has_delinquency,flag_high_dti,flag_low_credit,flag_high_util,flag_recent_default,flag_unstable_employment,total_risk_flags,affordability_score,woe_credit_score,emp_fulltime,emp_selfemployed,emp_unemployed,edu_bachelors,edu_masters,edu_doctorate,home_rent,home_mortgage,purpose_debt,purpose_auto,purpose_personal
CUST000061,0.0708601582,1.5468000267,-0.068936376,2,5,0.2954080427,0.66538769,0,0.4889712494,48,0.0299272031,634,1,0.3246129804,0.883560907,1.8467747289,-0.392544112,1,1,0,0,0,0,1,-0.397380981,-0.436358206,1,0,0,1,0,0,0,0,1,0,0
CUST000063,1.5017712086,0.6686776473,1.8914000347,2,4,-0.406750293,1.4337568241,0,1.1578753789,36,0.748233379,642,0,-0.069063033,-0.100235337,0.9225502812,0.0360885473,0,1,0,0,0,0,1,-0.530904946,-0.436358206,1,0,0,0,1,0,0,1,0,0,0
CUST000064,-0.265824795,0.1418042197,-0.737232879,5,2,-0.406750293,-0.197076792,0,-0.653060191,36,-0.458848075,700,0,-0.423756395,-0.408761015,0.3680156125,0.4647212068,0,1,0,0,0,0,1,-0.219820175,0.5166569177,1,0,0,0,0,0,0,1,1,0,0
CUST000066,0.5758875877,-1.087567111,-0.781785979,4,1,2.4018830503,0.9514139677,0,-1.044613828,36,-1.079407251,520,0,-1.291097094,-1.474200904,-0.925898614,-2.343561735,1,0,1,0,0,0,1,0.9074153018,-0.974367113,1,0,0,0,0,0,0,0,0,0,1
CUST000068,1.7542849234,-0.911942636,-1.271870082,6,2,-0.406750293,-0.39892138,0,-0.750948601,48,-0.13534854,685,0,0.0566024513,0.7279946077,-0.962867592,0.3538679328,0,1,0,0,0,0,1,-0.353379498,0.159288511,0,0,0,0,0,0,1,0,1,0,0
CUST000069,-1.107537177,-0.73631816,0.2874884263,6,1,-0.406750293,-0.636578428,0,-0.049415001,36,-0.311488176,704,0,-0.376296432,-0.330571475,-0.556208835,0.4942820799,0,1,0,0,0,0,1,-0.267613543,0.5166569177,1,0,0,0,0,1,1,0,0,0,0
CUST000070,-0.770852224,-1.263191587,-0.692679779,7,3,5.2105163937,-0.299982918,0,-0.979354889,24,-1.015061592,425,0,-0.921506833,-1.334483331,-1.110743504,-4.523676124,1,0,1,0,0,1,2,0.1988088847,-0.974367113,1,0,0,0,0,0,1,0,0,1,0
CUST000072,-0.686680986,-1.438816063,1.00033803,4,2,-0.406750293,-0.524412388,0,1.5983732204,48,-0.186799231,682,0,0.1702076935,0.9134605914,-1.295588393,0.331697278,0,1,0,0,0,1,2,-0.351238331,0.159288511,1,0,0,0,1,0,0,0,1,0,0
CUST000073,-0.855023463,-0.209444732,-0.559020478,4,2,-0.406750293,-0.200277417,0,-1.093558033,36,-0.952494738,700,0,-1.506836817,-1.661412968,-0.001674167,0.4647212068,0,1,0,0,0,0,1,2.4506224733,0.5166569177,1,0,0,0,0,0,1,0,0,0,0
CUST000074,0.0708601582,-0.560693684,-0.202595676,5,4,-0.406750293,-0.252856345,0,0.7010628027,36,0.9162303777,731,0,1.2247346515,1.5044061279,-0.371363946,0.6938179732,0,1,0,0,0,0,1,-0.524318519,0.5166569177,1,0,0,0,0,0,0,0,0,0,0
CUST000075,0.996743779,-0.033820256,0.3765946268,3,2,-0.406750293,1.9587161242,0,0.3910828402,48,-0.203229922,608,0,-0.162594655,0.174781216,0.183170723,-0.215178874,0,1,1,0,0,0,2,-0.320885862,-0.436358206,1,0,0,1,0,0,1,0,0,0,0
CUST000076,0.4917163495,1.1955510749,-0.247148776,5,5,-0.406750293,-0.873103881,0,-0.914095949,24,-1.478914676,706,0,-1.08332974,-1.371093818,1.4770849498,0.5090625165,0,0,0,0,0,0,0,0.6504375161,0.5166569177,1,0,0,1,0,0,1,0,0,0,0
CUST000077,-0.01331108,-0.033820256,-0.826339079,10,2,-0.406750293,-1.005568025,0,-0.555171782,36,-0.230832706,814,0,-0.087272343,0.0333106159,0.183170723,1.3072060894,0,1,0,0,0,0,1,-0.322172524,0.4760661638,1,0,0,1,0,0,1,0,0,0,1
CUST000078,-0.01331108,-1.263191587,0.7775725289,3,2,-0.406750293,0.0660055516,0,-0.489912843,24,-1.053224267,653,0,-0.740694358,-1.107955942,-1.147712482,0.1173809482,0,0,0,0,0,1,1,0.0824084887,0.159288511,0,1,0,1,0,0,0,1,1,0,0
CUST000080,2.3434835912,-0.911942636,2.336931037,8,2,-0.406750293,-0.401162285,0,0.1789912869,24,-0.790937719,755,1,-0.552086519,-0.947098974,-0.741053725,0.8711832116,0,1,0,0,0,0,1,-0.090387428,0.4760661638,1,0,0,0,1,0,1,0,1,0,0
CUST000081,0.3233738729,0.4930531714,0.6439132282,3,2,-0.406750293,-0.868039248,0,-0.832522275,48,-1.044670967,742,0,-1.414048235,-1.459042865,0.7377053916,0.7751103741,0,0,0,0,0,0,0,1.5197479171,0.5166569177,1,0,0,0,1,0,1,0,0,0,0
CUST000082,-0.770852224,-0.033820256,-0.024383275,8,1,1.6997247144,-1.211542684,0,0.7010628027,36,0.5849663557,655,0,1.0631028907,1.1510728282,0.183170723,-0.976371355,1,1,0,0,0,0,1,-0.486351254,0.159288511,1,0,0,0,0,0,1,0,0,0,0
CUST000083,0.4075451112,2.0736734543,-0.781785979,8,2,-0.406750293,-1.194652911,0,0.048473408,36,1.6932110661,766,0,1.2867664346,1.6920458615,2.4013093976,0.9524756125,0,1,0,0,0,0,1,-0.61222941,0.4760661638,1,0,0,0,0,0,1,0,0,0,0
CUST000084,1.4175999703,0.1418042197,-0.87089218,4,1,-0.406750293,-0.895278668,0,-0.14730341,24,2.5681263813,737,0,2.3506453818,1.4383481631,0.3680156125,0.7381592828,0,1,0,0,0,0,1,-0.648897052,0.5166569177,1,0,0,0,0,0,1,0,0,0,0
CUST000086,-1.780907084,-1.087567111,-0.826339079,3,4,-0.406750293,-1.083850407,1,-0.506227578,36,-0.130057649,568,1,0.0330910214,0.1821714713,-1.073774526,-1.619320345,0,1,1,0,1,0,3,-0.352793333,-0.974367113,0,0,0,1,0,0,1,0,0,0,0
CUST000087,0.4917163495,1.5468000267,-0.559020478,7,2,-0.406750293,-1.168025215,0,-1.077243298,36,-1.543730619,725,0,-1.480476367,-1.623243518,1.8467747289,0.6494766635,0,0,0,0,0,0,0,3.095152374,0.5166569177,1,0,0,0,0,0,0,1,1,0,0
CUST000088,-1.360050892,-0.73631816,0.2429353261,5,3,-0.406750293,0.1406504043,0,0.7336922724,36,1.0641291915,675,0,0.6368669913,0.7866367628,-0.556208835,0.2799657501,0,1,0,0,0,0,1,-0.559313074,0.159288511,1,0,0,1,0,0,0,1,0,0,1
CUST000090,0.996743779,1.5468000267,-0.336254977,3,5,-0.406750293,-0.077506112,0,-0.21256235,36,-0.367406815,729,0,-0.031924058,0.0365119246,1.8467747289,0.6790375366,0,1,0,0,0,0,1,-0.299009219,0.5166569177,1,0,0,1,0,0,0,1,0,0,0
CUST000092,0.0708601582,1.7224245026,-0.692679779,6,2,1.6997247144,-0.779387572,0,-0.277821289,48,0.0182455078,625,0,0.0775993556,0.5208838523,2.0316196185,-1.198077903,1,1,0,0,0,0,1,-0.384560466,-0.436358206,1,0,0,1,0,0,0,0,0,0,1
CUST000094,0.8284013025,0.1418042197,-0.202595676,6,3,0.2954080427,0.7164425,0,0.5216007191,36,0.8459844643,642,0,1.1165592306,1.1833336947,-0.630146791,-0.333422366,1,1,0,0,0,0,1,-0.51780432,-0.436358206,0,0,0,1,0,0,0,0,1,0,0
CUST000096,1.3334287321,-0.209444732,-1.316423182,4,3,-0.406750293,-0.719114202,0,-1.011984358,48,-0.887750995,704,0,-0.943969419,-0.749587216,-0.519239857,0.4942820799,0,1,0,0,0,0,1,0.1602359108,0.5166569177,0,0,0,0,0,0,1,0,1,0,0
CUST000097,-2.033420798,-1.087567111,2.158718636,0,2,0.9975663786,0.1371141182,0,0.0158439382,48,-0.825067288,620,1,-1.055828951,-1.019551986,-0.925898614,-0.865518081,1,1,0,0,0,0,1,0.240583987,-0.436358206,1,0,0,0,0,1,1,0,1,0,0
CUST000098,-0.855023463,-0.385069208,-0.336254977,6,1,-0.406750293,-0.909483064,0,0.4889712494,24,1.7416806803,757,1,2.3183804176,1.4130746733,-0.851960658,0.8859636481,0,1,0,0,0,0,1,-0.580131145,0.4760661638,0,0,0,0,0,1,0,1,0,0,0
CUST000100,-1.023365939,-0.385069208,-0.113489476,4,2,-0.406750293,-0.331776233,0,-0.881466479,48,-1.143247048,683,0,-1.338413953,-1.356057368,-0.186519056,0.3390874963,0,0,0,0,0,0,0,1.168091107,0.159288511,1,0,0,0,0,0,1,0,0,0,0
CUST000101,-1.865078322,-0.911942636,1.4458690323,2,2,0.2954080427,-1.680900648,0,2.8872372749,48,0.7011751842,705,0,0.6123762497,1.6281485125,-0.851960658,0.1321613848,1,1,0,0,0,0,1,-0.506395258,0.5166569177,0,1,0,0,0,1,0,0,0,1,0
CUST000103,0.3233738729,1.5468000267,-0.380808077,5,2,0.9975663786,2.2238517868,0,-0.294136024,36,-0.287962673,557,0,0.1034646946,-0.065929954,-0.038643144,-1.331101832,1,1,1,0,0,0,2,-0.327379883,-0.974367113,0,0,0,0,1,0,0,0,0,0,0
CUST000104,-0.434167271,0.1418042197,-0.068936376,2,3,-0.406750293,-0.27657351,0,0.4237123099,48,-0.212262319,700,0,0.0988288304,0.776273804,0.3680156125,0.4647212068,0,1,0,0,0,0,1,-0.34149028,0.5166569177,1,0,0,1,0,0,1,0,1,0,0
CUST000109,1.3334287321,2.0736734543,-1.049104581,3,2,-0.406750293,-0.085488036,0,-0.587801252,48,-0.510268334,730,0,-0.053345614,0.5295134671,0.9225502812,0.6864277549,0,1,0,0,0,0,1,-0.266802146,0.5166569177,0,0,0,0,0,0,0,0,0,1,0
CUST000110,0.5758875877,-0.560693684,-1.227316982,3,5,1.6997247144,-0.628485893,0,-0.832522275,36,0.4992920973,636,0,0.088124331,0.0423324859,-0.371363946,-1.116785503,1,1,0,0,0,0,1,-0.477719083,-0.436358206,1,0,0,0,0,0,1,0,1,0,0
CUST000111,-2.033420798,-1.438816063,-0.87089218,0,5,-0.406750293,0.4137312098,0,-1.142502237,24,-1.504441634,634,0,-1.540051481,-1.747796461,-1.295588393,-0.023033199,0,0,0,0,0,1,1,4.6068585863,-0.436358206,1,0,0,0,0,0,1,0,0,1,0
CUST000112,1.5859424468,-1.263191587,-0.826339079,9,3,0.2954080427,-0.621854225,0,-0.979354889,36,-1.527812338,693,1,-1.149534502,-1.256816797,-1.110743504,0.0434787656,1,0,0,0,0,1,1,0.8244639157,0.159288511,1,0,0,0,0,0,1,0,0,0,0
CUST000113,1.1650862555,1.1955510749,-0.559020478,7,2,-0.406750293,1.1432112793,0,-0.000470797,24,1.8515185622,636,0,1.8555664573,0.8959401881,1.4770849498,-0.008252762,0,1,0,0,0,0,1,-0.60485185,-0.436358206,1,0,0,0,0,0,1,0,0,0,0
CUST000115,0.9125725408,2.0736734543,0.6884663284,5,3,-0.406750293,-0.482527335,0,-0.049415001,36,-0.780702384,742,0,-0.586352167,-0.584186266,1.6619298394,0.7751103741,0,1,0,0,0,0,1,-0.081531837,0.5166569177,0,1,0,1,0,0,0,0,0,1,0
CUST000116,0.660058826,2.0736734543,0.0201698249,3,6,-0.406750293,1.67591747,0,-1.028299093,24,-0.543698018,582,0,-1.37415402,-1.623243518,2.4013093976,-0.407324549,0,1,1,0,0,0,2,0.6824171573,-0.436358206,1,0,0,1,0,0,0,1,0,0,1
CUST000117,0.2392026347,1.7224245026,-0.781785979,3,1,3.806199722,-0.26884085,0,-1.126187502,48,-1.283428106,507,0,-1.552877268,-1.710487976,2.0316196185,-3.178656399,1,0,1,0,0,0,1,4.5247909659,-0.974367113,1,0,0,0,0,0,1,0,0,0,1
CUST000118,-0.855023463,-0.385069208,-0.425361177,4,5,0.2954080427,-0.28741249,0,-0.84883701,24,-1.012785053,661,0,-0.805659159,-1.167842493,-0.186519056,-0.193008219,1,0,0,0,0,0,0,0.1081789377,0.159288511,1,0,0,0,0,0,0,1,1,0,0
CUST000119,0.2392026347,1.8980489785,-0.514467378,3,3,-0.406750293,-0.517337398,0,-0.343080229,36,-0.421641478,730,0,-0.069173639,0.0222838859,0.8116433474,0.6864277549,0,1,0,0,0,0,1,-0.283515972,0.5166569177,0,0,0,1,0,0,0,1,0,0,0
CUST000120,-1.107537177,-1.263191587,-0.469914278,7,2,-0.406750293,0.3786088389,0,-0.799892805,36,-0.475676044,680,0,-0.95271507,-1.03706982,-1.221650438,0.3169168415,0,1,0,0,0,1,2,-0.026281159,0.159288511,0,0,0,0,0,1,0,1,0,0,0
CUST000121,1.4175999703,-0.73631816,1.4904221326,4,1,-0.406750293,-1.103418597,0,1.7941500388,48,0.2828385868,758,0,-0.045116242,0.6563208625,-0.556208835,0.8933538664,0,1,0,0,0,0,1,-0.433078657,0.4760661638,1,0,0,0,1,0,0,0,0,0,0
CUST000122,1.7542849234,1.8980489785,-1.583741783,4,4,-0.406750293,-0.091492161,0,-1.093558033,48,-0.952025538,714,0,-0.548189188,-0.198250715,-0.593177813,0.5681842626,0,1,0,0,0,0,1,-0.043124147,0.5166569177,0,0,1,0,0,0,0,1,0,0,1
CUST000123,-0.01331108,1.0199265991,0.2874884263,1,5,-0.406750293,-0.162445391,0,-0.734633866,24,-0.678339001,733,0,-0.930989614,-1.256816797,1.2922400603,0.7085984097,0,1,0,0,0,0,1,0.0533560769,0.5166569177,1,0,0,0,1,0,0,0,0,1,0
CUST000124,2.3434835912,1.0199265991,-1.182763881,9,4,-0.406750293,-0.367322992,0,-1.060928563,36,-1.053609561,744,0,-1.174276123,-1.273356892,-0.260457012,0.7898908106,0,0,0,0,0,0,0,0.565932028,0.5166569177,0,0,0,0,0,0,0,0,0,1,0
CUST000125,-1.191708416,-0.73631816,-0.024383275,6,8,-0.406750293,1.0667943915,0,0.5052859843,48,0.1765776134,672,0,0.2535019927,0.8376815537,-0.556208835,0.2577950953,0,1,0,0,0,0,1,-0.420433988,0.159288511,1,0,0,0,1,0,0,0,0,0,1
CUST000127,0.3233738729,1.5468000267,0.2429353261,8,4,-0.406750293,-0.883159251,0,-0.065729736,48,-0.367220139,747,0,-0.667078268,-0.318542315,1.8467747289,0.8120614654,0,1,0,0,0,0,1,-0.189619613,0.5166569177,1,0,0,1,0,0,1,0,0,0,0
CUST000128,-2.033420798,-0.911942636,1.3122097317,0,4,-0.406750293,0.3852301307,0,2.0551857967,48,0.437991702,625,0,0.3341432002,1.0373916796,-0.741053725,-0.089545163,0,1,0,0,0,0,1,-0.466679506,-0.436358206,1,0,0,0,1,0,0,1,0,0,1
CUST000129,-0.602509748,0.1418042197,-0.692679779,5,4,-0.406750293,0.3832846537,0,-0.14730341,36,0.9338832949,668,0,0.7265100996,0.8660684445,0.3680156125,0.2282342223,0,1,0,0,0,0,1,-0.53765,0.159288511,1,0,0,0,0,0,0,0,0,0,0
