customer_id,employment_status,education,home_ownership,application_date,age,employment_years,monthly_income,annual_income,num_dependents,credit_history_years,num_credit_accounts,num_late_payments,credit_utilization,previous_defaults,loan_amount,loan_term_months,loan_purpose,interest_rate,monthly_payment,existing_monthly_debt,total_monthly_debt,debt_to_income_ratio,credit_score,default_flag,risk_rating
CUST000100,Full-time,High School,Rent,14JUN2024,30,6,3600,43200,0,4,2,0,23.348564286,0,18000,48,Home Improvement,0.0850228464,443.68887601,908.63873325,1352.3276093,37.564655813,683,0,Fair
CUST000101,Self-employed,Doctorate,Own,25DEC2023,20,3,7100,85200,0,2,2,1,1.8630354356,0,249000,48,Auto,0.0727945532,5994.9516679,1739.0726595,7734.0243274,108.9299201,705,0,Good
CUST000103,Part-time,Masters,Own,08APR2025,46,17,3000,36000,1,5,2,2,64.048309229,0,54000,36,Home Improvement,0.1860724638,1968.7184456,151.01335236,2119.7317979,70.657726598,557,0,Very Poor
CUST000104,Full-time,Bachelors,Rent,12SEP2025,37,9,3700,44400,0,2,3,0,24.227697227,0,98000,48,Debt Consolidation,0.0863415458,2421.7455629,300.96458558,2722.7101485,73.586760769,700,0,Good
CUST000109,Retired,High School,Own,06AUG2025,58,20,1500,18000,1,3,2,0,27.270835734,0,36000,48,Auto,0.0909062536,897.41147963,33.43107012,930.84254975,62.056169984,730,0,Good
CUST000110,Full-time,High School,Rent,04MAY2024,49,5,1100,13200,1,3,5,3,18.623304049,0,21000,36,Debt Consolidation,0.1379349561,715.62578319,396.67841492,1112.3041981,101.11856346,636,0,Poor
CUST000111,Full-time,Other,Rent,27FEB2024,18,0,1900,22800,1,0,5,0,35.221169591,0,2000,24,Auto,0.1028317544,92.551469986,355.64224169,448.19371168,23.58914272,634,0,Poor
CUST000112,Full-time,High School,Rent,18JUN2024,61,1,2000,24000,2,9,3,1,18.728916911,0,12000,36,Home Improvement,0.0980933754,386.13295618,67.564489673,453.69744586,22.684872293,693,1,Fair
CUST000113,Full-time,High School,Rent,01JUL2025,56,15,2600,31200,0,7,2,0,46.838530386,0,72000,24,Home Improvement,0.1202577956,3390.1568643,599.27155227,3989.4284165,153.43955448,636,0,Poor
CUST000115,Self-employed,Bachelors,Own,19JAN2024,53,20,5400,64800,2,5,3,0,20.947772248,0,69000,36,Auto,0.0814216584,2166.7373638,619.25260184,2785.9899656,51.592406771,742,0,Good
CUST000116,Full-time,Bachelors,Mortgage,24SEP2024,50,20,3900,46800,0,3,6,0,55.322161775,0,9000,24,Personal,0.1329832427,429.13861224,1940.6064034,2369.7450156,60.762692708,582,0,Very Poor
CUST000117,Full-time,High School,Rent,24DEC2024,45,18,2100,25200,4,3,1,6,24.35084398,0,3000,48,Personal,0.206526266,92.337480661,582.61729247,674.95477313,32.140703482,507,0,Very Poor
CUST000118,Full-time,Other,Mortgage,15JAN2025,32,6,2900,34800,1,4,5,1,24.055080656,0,20000,24,Debt Consolidation,0.106082621,928.52346885,307.24058281,1235.7640517,42.612553505,661,0,Fair
CUST000119,Retired,Bachelors,Mortgage,29SEP2025,45,19,2700,32400,1,3,3,0,20.393403357,0,51000,36,Other,0.080590105,1599.5433606,168.56142749,1768.1047881,65.485362522,730,0,Good
CUST000120,Part-time,Doctorate,Mortgage,30JUL2024,29,1,2800,33600,1,7,2,0,34.661827025,0,23000,36,Medical,0.1019927405,744.29900084,1030.7506767,1775.0496775,63.39463134,680,0,Fair
CUST000121,Full-time,Masters,Own,26APR2024,59,4,7200,86400,2,4,1,0,11.059746374,0,182000,48,Other,0.0665896196,4329.4774981,2348.0502572,6677.5277552,92.743441045,758,0,Excellent
CUST000122,Unemployed,High School,Mortgage,06SEP2025,63,19,300,3600,2,4,4,0,27.175216832,0,5000,48,Personal,0.0907628252,124.6063985,10.284070369,134.89046887,44.963489622,714,0,Good
CUST000123,Full-time,Masters,Own,19OCT2024,42,14,4500,54000,0,1,5,0,26.045248647,0,27000,24,Auto,0.089067873,1232.3336343,1267.5558469,2499.8894813,55.553099584,733,0,Good
CUST000124,Part-time,High School,Own,02MAR2024,70,14,1200,14400,0,9,4,0,22.782463121,0,7000,36,Auto,0.0841736947,220.70484157,271.69058454,492.39542611,41.032952176,744,0,Good
CUST000125,Full-time,Masters,Own,04JUL2024,28,4,3800,45600,3,6,8,0,45.621550521,0,103000,48,Personal,0.1184323258,2704.4637646,663.54998595,3368.0137506,88.631940804,672,0,Fair
CUST000127,Full-time,Bachelors,Rent,04APR2025,46,17,4400,52800,2,8,4,0,14.567494429,0,68000,48,Home Improvement,0.0718512416,1634.191406,1339.815187,2974.006593,67.591058931,747,0,Good
CUST000128,Full-time,Masters,Mortgage,14MAR2024,18,3,6800,81600,0,0,4,0,34.767274642,0,198000,48,Personal,0.102150912,5042.2688988,1672.5066566,6714.7755554,98.746699344,625,0,Poor
CUST000129,Full-time,Other,Own,16OCT2023,35,9,2300,27600,1,5,4,0,34.73629188,0,63000,36,Medical,0.1021044378,2039.0630129,673.41837207,2712.481385,117.93397326,668,0,Fair
CUST000131,Self-employed,Masters,Rent,24SEP2025,41,6,4800,57600,1,3,3,0,54.248242897,1,150000,48,Other,0.1313723643,4034.3489832,1482.8527845,5517.2017677,114.94170349,519,0,Very Poor
CUST000132,Full-time,Bachelors,Own,18NOV2023,50,2,2900,34800,0,1,2,0,21.58468853,0,43000,48,Personal,0.0823770328,1054.5601441,795.66259558,1850.2227397,63.800784127,631,1,Poor
CUST000134,Full-time,Bachelors,Own,29JUN2024,48,9,3900,46800,1,3,2,0,29.244054452,0,61000,48,Personal,0.0938660817,1529.2103476,1643.7277179,3172.9380655,81.357386294,692,0,Fair
CUST000139,Full-time,Other,Rent,17OCT2023,36,15,2000,24000,2,8,3,0,27.927345496,0,35000,48,Debt Consolidation,0.0918910182,874.12259542,541.47095713,1415.5935526,70.779677628,741,0,Good
CUST000140,Retired,Bachelors,Own,16JUL2024,25,10,3300,39600,1,3,5,0,38.547603271,0,69000,24,Debt Consolidation,0.1078214049,3208.9661864,139.28579255,3348.2519789,101.46218118,674,0,Fair
CUST000141,Full-time,Doctorate,Own,27NOV2023,32,9,11600,139200,1,6,1,0,63.767076546,0,248000,24,Debt Consolidation,0.1456506148,11973.503888,1437.195276,13410.699164,115.60947555,576,0,Very Poor
CUST000143,Self-employed,Doctorate,Own,04APR2024,37,6,10200,122400,3,3,1,0,60.201801225,0,67000,48,Debt Consolidation,0.1403027018,1831.8914468,1848.8079365,3680.6993833,36.085288072,589,0,Very Poor
CUST000144,Full-time,High School,Rent,26JUN2024,44,13,4300,51600,4,1,6,0,36.672818791,0,73000,48,Personal,0.1050092282,1869.0792557,1538.820885,3407.9001407,79.253491644,644,0,Poor
CUST000145,Self-employed,High School,Mortgage,18MAY2025,59,8,4600,55200,1,4,4,0,22.033017919,0,98000,48,Home Improvement,0.0830495269,2406.5194379,990.20456116,3396.7239991,73.841826067,747,0,Good
CUST000146,Full-time,Bachelors,Own,30DEC2024,29,5,3500,42000,0,7,1,0,65.220926897,1,106000,36,Auto,0.1478313903,3663.2778494,960.36819897,4623.6460483,132.10417281,526,1,Very Poor
CUST000147,Self-employed,Bachelors,Own,11JAN2024,33,4,8900,106800,0,2,1,0,59.410575673,0,97000,48,Home Improvement,0.1391158635,2646.3681756,2791.8718213,5438.2399969,61.10382019,657,0,Fair
CUST000148,Full-time,Doctorate,Mortgage,17NOV2023,30,5,6600,79200,1,6,5,0,10.796221369,0,33000,36,Home Improvement,0.0661943321,1013.2119827,604.97419702,1618.1861797,24.517972419,681,0,Fair
CUST000149,Part-time,High School,Own,30NOV2024,49,18,1600,19200,6,8,3,0,7.6426672395,0,13000,36,Debt Consolidation,0.0614640009,396.34810388,297.28390133,693.63200521,43.352000326,699,0,Fair
CUST000150,Full-time,Masters,Mortgage,03MAY2024,28,5,6000,72000,1,5,4,0,1.0352909537,0,188000,24,Debt Consolidation,0.0515529364,8260.9024308,2210.5052515,10471.407682,174.52346137,742,0,Good
CUST000151,Full-time,Bachelors,Rent,09MAY2025,44,16,3300,39600,0,3,3,1,49.560088235,0,30000,48,Other,0.1443401324,826.34066981,1824.487577,2650.8282469,80.328128693,652,1,Fair
CUST000152,Full-time,Bachelors,Mortgage,13NOV2024,67,15,3900,46800,1,5,5,0,34.431199908,0,66000,24,Home Improvement,0.1016467999,3050.5840982,466.63363064,3517.2177289,90.185069971,657,0,Fair
CUST000153,Full-time,Bachelors,Rent,21NOV2024,29,1,4400,52800,1,5,1,0,12.882519098,0,147000,36,Medical,0.0693237786,4534.3896887,2114.8857364,6649.2754251,151.11989603,698,0,Fair
CUST000154,Full-time,Bachelors,Own,17OCT2024,31,9,3600,43200,1,6,3,0,20.243276342,0,73000,36,Personal,0.0803649145,2288.7837764,357.54096306,2646.3247394,73.50902054,749,0,Good
CUST000156,Full-time,High School,Own,26MAY2024,35,2,1200,14400,1,4,1,1,43.999178789,0,14000,36,Home Improvement,0.1359987682,475.77061948,39.174366586,514.94498606,42.912082172,653,0,Fair
CUST000157,Full-time,Other,Own,05MAY2025,49,8,3900,46800,1,12,5,0,27.922509999,0,36000,36,Other,0.091883765,1147.9492081,1166.0268878,2313.9760959,59.332720409,788,1,Excellent
CUST000158,Full-time,High School,Rent,17FEB2024,46,20,2200,26400,3,6,5,2,26.297047224,0,28000,36,Home Improvement,0.1294455708,942.68309635,373.88755705,1316.5706534,59.844120609,701,0,Good
CUST000159,Part-time,Bachelors,Mortgage,27MAR2025,45,1,3200,38400,2,3,2,0,19.487579331,0,76000,36,Home Improvement,0.079231369,2378.869852,461.59839631,2840.4682483,88.764632761,713,1,Good
CUST000160,Part-time,Masters,Own,29OCT2024,55,14,2700,32400,2,7,1,0,32.961668844,0,13000,24,Auto,0.0994425033,599.54959191,1088.8930668,1688.4426587,62.534913285,755,0,Excellent
CUST000161,Self-employed,Masters,Own,10JUL2025,46,16,5700,68400,3,9,3,0,7.8245038996,0,117000,36,Other,0.0617367558,3568.5809908,950.78959422,4519.370585,79.287203246,695,0,Fair
CUST000163,Part-time,High School,Mortgage,17FEB2024,52,14,1100,13200,4,5,3,0,51.154678055,0,37000,48,Home Improvement,0.1267320171,986.62653073,131.25047715,1117.8770079,101.62518253,649,1,Poor
CUST000166,Part-time,Masters,Mortgage,25JAN2024,35,3,3600,43200,1,2,4,0,72.768482269,0,113000,24,Debt Consolidation,0.1591527234,5528.2579277,108.82095294,5637.0788806,156.58552446,580,1,Very Poor
CUST000168,Unemployed,Bachelors,Rent,02FEB2025,21,3,400,4800,0,3,2,1,26.281464644,0,13000,36,Medical,0.109422197,425.24769636,17.998947999,443.24664436,110.81166109,653,0,Fair
CUST000171,Full-time,Bachelors,Own,07AUG2025,54,11,4800,57600,3,4,1,0,14.436240526,0,90000,36,Auto,0.0716543608,2785.7513759,1684.1132942,4469.86467,93.122180626,744,0,Good
CUST000173,Full-time,High School,Mortgage,02MAY2024,18,2,1800,21600,4,0,5,0,9.4055327048,0,6000,36,Personal,0.0641082991,183.65059554,131.75565814,315.40625368,17.522569649,709,0,Good
CUST000174,Full-time,Masters,Own,30JUL2024,35,5,3700,44400,1,7,5,0,18.805086208,0,46000,48,Home Improvement,0.0782076293,1119.1282728,295.41731448,1414.5455873,38.230961818,728,0,Good
CUST000175,Part-time,Masters,Rent,28DEC2023,36,2,2300,27600,0,5,4,3,17.818989564,0,49000,48,Medical,0.1367284843,1330.9698703,397.39952031,1728.3693906,75.146495245,601,0,Poor
CUST000176,Retired,High School,Rent,19DEC2023,35,5,1400,16800,3,10,4,0,29.79423,0,4000,48,Auto,0.094691345,100.4335987,324.93578488,425.36938358,30.383527399,747,0,Good
CUST000177,Self-employed,High School,Rent,13DEC2023,47,2,1700,20400,2,5,4,0,26.338188479,0,32000,48,Other,0.0895072827,795.57289765,797.66232727,1593.2352249,93.719719113,767,0,Excellent
CUST000179,Full-time,Bachelors,Rent,23SEP2025,28,4,3800,45600,3,10,2,0,55.582426904,0,57000,36,Debt Consolidation,0.1333736404,1929.8305959,1331.8125338,3261.6431297,85.832713939,677,0,Fair
CUST000180,Full-time,Bachelors,Rent,12NOV2023,41,14,5700,68400,1,3,4,0,17.548307404,0,76000,48,Debt Consolidation,0.0763224611,1842.290618,1229.1911157,3071.4817337,53.885644451,729,1,Good
CUST000181,Unemployed,Masters,Own,04MAY2024,35,4,500,6000,1,3,1,0,44.415742052,0,12000,48,Auto,0.1166236131,314.02035398,110.09063363,424.11098761,84.822197523,625,0,Poor
CUST000182,Full-time,Masters,Mortgage,23DEC2024,43,14,5300,63600,2,5,4,0,44.269394124,0,95000,24,Home Improvement,0.1164040912,4456.0435329,1551.0687809,6007.1123137,113.34174177,694,0,Fair
CUST000183,Unemployed,Bachelors,Rent,23JAN2025,56,15,500,6000,2,3,4,0,47.135943059,0,18000,36,Debt Consolidation,0.1207039146,598.46292347,202.83304461,801.29596808,160.25919362,605,1,Poor
